paragraph	chapter	sentences
1355	XXIV	Il pensait que le moment n'était pas venu de dire à son maître ce qui s'était passé entre l'inspecteur de police et lui.
1355	XXIV	Aussi, dans l'histoire que Passepartout fit de ses aventures, il s'accusa et s'excusa seulement d'avoir été surpris par l'ivresse de l'opium dans une tabagie de Yokohama.
1356	XXIV	Mr.
1356	XXIV	Fogg écouta froidement ce récit, sans répondre; puis il ouvrit à son domestique un crédit suffisant pour que celui-ci pût se procurer à bord des habits plus convenables.
1356	XXIV	Et, en effet, une heure ne s'était pas écoulée, que l'honnête garçon, ayant coupé son nez et rogné ses ailes, n'avait plus rien en lui qui rappelât le sectateur du dieu Tingou.
1357	XXIV	Le paquebot faisant la traversée de Yokohama à San Francisco appartenait à la Compagnie du «Pacific Mail steam», et se nommait le _General-Grant_.
1357	XXIV	C'était un vaste steamer à roues, jaugeant deux mille cinq cents tonnes, bien aménagé et doué d'une grande vitesse.
1357	XXIV	Un énorme balancier s'élevait et s'abaissait successivement au dessus du pont; à l'une de ses extrémités s'articulait la tige d'un piston, et à l'autre celle d'une bielle, qui, transformant le mouvement rectiligne en mouvement circulaire, s'appliquait directement à l'arbre des roues.
1357	XXIV	Le _General-Grant_ était gréé en trois-mâts goélette, et il possédait une grande surface de voilure, qui aidait puissamment la vapeur.
1357	XXIV	À filer ses douze milles à l'heure, le paquebot ne devait pas employer plus de vingt et un jours pour traverser le Pacifique.
1357	XXIV	Phileas Fogg était donc autorisé à croire que, rendu le 2 décembre à San Francisco, il serait le 11 à New York et le 20 à Londres,--gagnant ainsi de quelques heures cette date fatale du 21 décembre.
1358	XXIV	Les passagers étaient assez nombreux à bord du steamer, des Anglais, beaucoup d'Américains, une véritable émigration de coolies pour l'Amérique, et un certain nombre d'officiers de l'armée des Indes, qui utilisaient leur congé en faisant le tour du monde.
1359	XXIV	Pendant cette traversée il ne se produisit aucun incident nautique.
1359	XXIV	Le paquebot, soutenu sur ses larges roues, appuyé par sa forte voilure, roulait peu.
1359	XXIV	L'océan Pacifique justifiait assez son nom.
1359	XXIV	Mr.
1359	XXIV	Fogg était aussi calme, aussi peu communicatif que d'ordinaire.
1359	XXIV	Sa jeune compagne se sentait de plus en plus attachée à cet homme par d'autres liens que ceux de la reconnaissance.
1359	XXIV	Cette silencieuse nature, si généreuse en somme, l'impressionnait plus qu'elle ne le croyait, et c'était presque à son insu qu'elle se laissait aller à des sentiments dont l'énigmatique Fogg ne semblait aucunement subir l'influence.
1360	XXIV	En outre, Mrs.
1360	XXIV	Aouda s'intéressait prodigieusement aux projets du gentleman.
1360	XXIV	Elle s'inquiétait des contrariétés qui pouvaient compromettre le succès du voyage.
1360	XXIV	Souvent elle causait avec Passepartout, qui n'était point sans lire entre les lignes dans le coeur de Mrs.
1360	XXIV	Aouda.
1360	XXIV	Ce brave garçon avait, maintenant, à l'égard de son maître, la foi du charbonnier; il ne tarissait pas en éloges sur l'honnêteté, la générosité, le dévouement de Phileas Fogg; puis il rassurait Mrs.
1360	XXIV	Aouda sur l'issue du voyage, répétant que le plus difficile était fait, que l'on était sorti de ces pays fantastiques de la Chine et du Japon, que l'on retournait aux contrées civilisées, et enfin qu'un train de San Francisco à New York et un transatlantique de New York à Londres suffiraient, sans doute, pour achever cet impossible tour du monde dans les délais convenus.
1361	XXIV	Neuf jours après avoir quitté Yokohama, Phileas Fogg avait exactement parcouru la moitié du globe terrestre.
1362	XXIV	En effet, le _General-Grant_, le 23 novembre, passait au cent quatre-vingtième méridien, celui sur lequel se trouvent, dans l'hémisphère austral, les antipodes de Londres.
1362	XXIV	Sur quatre-vingts jours mis à sa disposition, Mr.
1362	XXIV	Fogg, il est vrai, en avait employé cinquante-deux, et il ne lui en restait plus que vingt-huit à dépenser.
1362	XXIV	Mais il faut remarquer que si le gentleman se trouvait à moitié route seulement «par la différence des méridiens», il avait en réalité accompli plus des deux tiers du parcours total.
1362	XXIV	Quels détours forcés, en effet, de Londres à Aden, d'Aden à Bombay, de Calcutta à Singapore, de Singapore à Yokohama!
1362	XXIV	À suivre circulairement le cinquantième parallèle, qui est celui de Londres, la distance n'eût été que de douze mille milles environ, tandis que Phileas Fogg était forcé, par les caprices des moyens de locomotion, d'en parcourir vingt-six mille dont il avait fait environ dix-sept mille cinq cents, à cette date du 23 novembre.
1362	XXIV	Mais maintenant la route était droite, et Fix n'était plus là pour y accumuler les obstacles!
1363	XXIV	Il arriva aussi que, ce 23 novembre, Passepartout éprouva une grande joie.
1363	XXIV	On se rappelle que l'entêté s'était obstiné à garder l'heure de Londres à sa fameuse montre de famille, tenant pour fausses toutes les heures des pays qu'il traversait.
1363	XXIV	Or, ce jour-là, bien qu'il ne l'eût jamais ni avancée ni retardée, sa montre se trouva d'accord avec les chronomètres du bord.
1364	XXIV	Si Passepartout triompha, cela se comprend de reste.
1364	XXIV	Il aurait bien voulu savoir ce que Fix aurait pu dire, s'il eût été présent.
1365	XXIV	«Ce coquin qui me racontait un tas d'histoires sur les méridiens, sur le soleil, sur la lune!
1365	XXIV	répétait Passepartout.
1365	XXIV	Hein!
1365	XXIV	ces gens-là!
1365	XXIV	Si on les écoutait, on ferait de la belle horlogerie!
1365	XXIV	J'étais bien sûr qu'un jour ou l'autre, le soleil se déciderait à se régler sur ma montre!...»
1366	XXIV	Passepartout ignorait ceci: c'est que si le cadran de sa montre eût été divisé en vingt-quatre heures comme les horloges italiennes, il n'aurait eu aucun motif de triompher, car les aiguilles de son instrument, quand il était neuf heures du matin à bord, auraient indiqué neuf heures du soir, c'est-à-dire la vingt et unième heure depuis minuit,--différence précisément égale à celle qui existe entre Londres et le cent quatre-vingtième méridien.
1367	XXIV	Mais si Fix avait été capable d'expliquer cet effet purement physique, Passepartout, sans doute, eût été incapable, sinon de le comprendre, du moins de l'admettre.
1367	XXIV	Et en tout cas, si, par impossible, l'inspecteur de police se fût inopinément montré à bord en ce moment, il est probable que Passepartout, à bon droit rancunier, eût traité avec lui un sujet tout différent et d'une tout autre manière.
1368	XXIV	Or, où était Fix en ce moment?...
1369	XXIV	Fix était précisément à bord du _General-Grant_.
1370	XXIV	En effet, en arrivant à Yokohama, l'agent, abandonnant Mr.
1370	XXIV	Fogg qu'il comptait retrouver dans la journée, s'était immédiatement rendu chez le consul anglais.
1370	XXIV	Là, il avait enfin trouvé le mandat, qui, courant après lui depuis Bombay, avait déjà quarante jours de date,--mandat qui lui avait été expédié de Hong-Kong par ce même _Carnatic_ à bord duquel on le croyait.
1370	XXIV	Qu'on juge du désappointement du détective!
1370	XXIV	Le mandat devenait inutile!
1370	XXIV	Le sieur Fogg avait quitté les possessions anglaises!
1370	XXIV	Un acte d'extradition était maintenant nécessaire pour l'arrêter!
1371	XXIV	«Soit!
1371	XXIV	se dit Fix, après le premier moment de colère, mon mandat n'est plus bon ici, il le sera en Angleterre.
1371	XXIV	Ce coquin a tout l'air de revenir dans sa patrie, croyant avoir dépisté la police.
1371	XXIV	Bien.
1371	XXIV	Je le suivrai jusque-là.
1371	XXIV	Quant à l'argent, Dieu veuille qu'il en reste!
1371	XXIV	Mais en voyages, en primes, en procès, en amendes, en éléphant, en frais de toute sorte, mon homme a déjà laissé plus de cinq mille livres sur sa route.
1371	XXIV	Après tout, la Banque est riche!»
1372	XXIV	Son parti pris, il s'embarqua aussitôt sur le _General-Grant_.
1372	XXIV	Il était à bord, quand Mr.
1372	XXIV	Fogg et Mrs.
1372	XXIV	Aouda y arrivèrent.
1372	XXIV	À son extrême surprise, il reconnut Passepartout sous son costume de héraut.
1372	XXIV	Il se cacha aussitôt dans sa cabine, afin d'éviter une explication qui pouvait tout compromettre,--et, grâce au nombre des passagers, il comptait bien n'être point aperçu de son ennemi, lorsque ce jour-là précisément il se trouva face à face avec lui sur l'avant du navire.
1373	XXIV	Passepartout sauta à la gorge de Fix, sans autre explication, et, au grand plaisir de certains Américains qui parièrent immédiatement pour lui, il administra au malheureux inspecteur une volée superbe, qui démontra la haute supériorité de la boxe française sur la boxe anglaise.
1374	XXIV	Quand Passepartout eut fini, il se trouva calme et comme soulagé.
1374	XXIV	Fix se releva, en assez mauvais état, et, regardant son adversaire, il lui dit froidement:
1375	XXIV	«Est-ce fini?
1376	XXIV	--Oui, pour l'instant.
1377	XXIV	--Alors venez me parler.
1378	XXIV	--Que je...
1379	XXIV	--Dans l'intérêt de votre maître.»
1380	XXIV	Passepartout, comme subjugué par ce sang-froid, suivit l'inspecteur de police, et tous deux s'assirent à l'avant du steamer.
1381	XXIV	«Vous m'avez rossé, dit Fix.
1381	XXIV	Bien.
1381	XXIV	À présent, écoutez-moi.
1381	XXIV	Jusqu'ici j'ai été l'adversaire de Mr.
1381	XXIV	Fogg, mais maintenant je suis dans son jeu.
1382	XXIV	--Enfin!
1382	XXIV	s'écria Passepartout, vous le croyez un honnête homme?
1383	XXIV	--Non, répondit froidement Fix, je le crois un coquin...
1383	XXIV	Chut!
1383	XXIV	ne bougez pas et laissez-moi dire.
1383	XXIV	Tant que Mr.
1383	XXIV	Fogg a été sur les possessions anglaises, j'ai eu intérêt à le retenir en attendant un mandat d'arrestation.
1383	XXIV	J'ai tout fait pour cela.
1383	XXIV	J'ai lancé contre lui les prêtres de Bombay, je vous ai enivré à Hong-Kong, je vous ai séparé de votre maître, je lui ai fait manquer le paquebot de Yokohama...»
1384	XXIV	Passepartout écoutait, les poings fermés.
1385	XXIV	«Maintenant, reprit Fix, Mr.
1385	XXIV	Fogg semble retourner en Angleterre?
1385	XXIV	Soit, je le suivrai.
1385	XXIV	Mais, désormais, je mettrai à écarter les obstacles de sa route autant de soin et de zèle que j'en ai mis jusqu'ici à les accumuler.
1385	XXIV	Vous le voyez, mon jeu est changé, et il est changé parce que mon intérêt le veut.
1385	XXIV	J'ajoute que votre intérêt est pareil au mien, car c'est en Angleterre seulement que vous saurez si vous êtes au service d'un criminel ou d'un honnête homme!»
1386	XXIV	Passepartout avait très attentivement écouté Fix, et il fut convaincu que Fix parlait avec une entière bonne foi.
1387	XXIV	«Sommes-nous amis?
1387	XXIV	demanda Fix.
1388	XXIV	--Amis, non, répondit Passepartout.
1388	XXIV	Alliés, oui, et sous bénéfice d'inventaire, car, à la moindre apparence de trahison, je vous tords le cou.
1389	XXIV	--Convenu», dit tranquillement l'inspecteur de police.
1390	XXIV	Onze jours après, le 3 décembre, le _General-Grant_ entrait dans la baie de la Porte-d'Or et arrivait à San Francisco.
1391	XXIV	Mr.
1391	XXIV	Fogg n'avait encore ni gagné ni perdu un seul jour.
1392	XXV	XXV
1393	XXV	OÙ L'ON DONNE UN LÉGER APERÇU DE SAN FRANCISCO, UN JOUR DE MEETING
1394	XXV	Il était sept heures du matin, quand Phileas Fogg, Mrs.
1394	XXV	Aouda et Passepartout prirent pied sur le continent américain,--si toutefois on peut donner ce nom au quai flottant sur lequel ils débarquèrent.
1394	XXV	Ces quais, montant et descendant avec la marée, facilitent le chargement et le déchargement des navires.
1394	XXV	Là s'embossent les clippers de toutes dimensions, les steamers de toutes nationalités, et ces steam-boats à plusieurs étages, qui font le service du Sacramento et de ses affluents.
1394	XXV	Là s'entassent aussi les produits d'un commerce qui s'étend au Mexique, au Pérou, au Chili, au Brésil, à l'Europe, à l'Asie, à toutes les îles de l'océan Pacifique.
1395	XXV	Passepartout, dans sa joie de toucher enfin la terre américaine, avait cru devoir opérer son débarquement en exécutant un saut périlleux du plus beau style.
1395	XXV	Mais quand il retomba sur le quai dont le plancher était vermoulu, il faillit passer au travers.
1395	XXV	Tout décontenancé de la façon dont il avait «pris pied» sur le nouveau continent, l'honnête garçon poussa un cri formidable, qui fit envoler une innombrable troupe de cormorans et de pélicans, hôtes habituels des quais mobiles.
1396	XXV	Mr.
1396	XXV	Fogg, aussitôt débarqué, s'informa de l'heure à laquelle partait le premier train pour New York.
1396	XXV	C'était à six heures du soir.
1396	XXV	Mr.
1396	XXV	Fogg avait donc une journée entière à dépenser dans la capitale californienne.
1396	XXV	Il fit venir une voiture pour Mrs.
1396	XXV	Aouda et pour lui.
1396	XXV	Passepartout monta sur le siège, et le véhicule, à trois dollars la course, se dirigea vers l'International-Hotel.
1397	XXV	De la place élevée qu'il occupait, Passepartout observait avec curiosité la grande ville américaine: larges rues, maisons basses bien alignées, églises et temples d'un gothique anglo-saxon, docks immenses, entrepôts comme des palais, les uns en bois, les autres en brique; dans les rues, voitures nombreuses, omnibus, «cars» de tramways, et sur les trottoirs encombrés, non seulement des Américains et des Européens, mais aussi des Chinois et des Indiens,--enfin de quoi composer une population de plus de deux cent mille habitants.
1398	XXV	Passepartout fut assez surpris de ce qu'il voyait.
1398	XXV	Il en était encore à la cité légendaire de 1849, à la ville des bandits, des incendiaires et des assassins, accourus à la conquête des pépites, immense capharnaüm de tous les déclassés, où l'on jouait la poudre l'or, un revolver d'une main et un couteau de l'autre.
